;Addr;S_OLD;S_NEW;U_DC_0;I_DC_0;P_DC_WR;U_AC_0;I_AC_0;P_AC_WR;T_WR;E_D_WR;U_DC_1;I_DC_1;P_DC_1;U_DC_2;I_DC_2;P_DC_2;U_DC_3;I_DC_3;P_DC_3;U_AC_1;I_AC_1;P_AC_1;U_AC_2;I_AC_2;P_AC_2;U_AC_3;I_AC_3;P_AC_3;COS_PHI;;;;
;;;;V;A;W;V;A;W;°C;Wh;V;A;W;V;A;W;V;A;W;V;A;W;V;A;W;V;A;W;;;;;
05:53:46;2;1;2;24.8;0.00;0;221.1;0.00;0;14;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:53:50;2;2;1;5.5;0.00;0;221.2;0.00;0;14;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:04:31;3;1;3;308.4;0.00;0;222.8;0.00;0;14;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:06:06;2;1;3;331.1;0.00;0;220.5;0.00;0;14;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:09:00;4;1;3;306.1;0.00;0;220.9;0.00;0;14;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:12:02;1;1;3;267.0;0.00;0;222.1;0.00;0;14;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:18:20;3;3;4;200.0;0.48;96;220.8;0.42;92;15;5;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:19:39;4;3;4;200.0;0.48;97;220.2;0.42;93;14;6;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:20:22;2;3;4;200.0;0.47;95;219.4;0.42;91;15;7;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:22:15;1;3;4;200.1;0.47;94;220.5;0.41;90;14;7;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:22:23;1;4;3;200.0;0.49;97;220.4;0.42;94;14;7;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:22:49;1;3;4;200.0;0.45;91;220.9;0.40;88;14;8;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:23:49;4;4;64;270.6;0.58;157;219.9;0.69;151;15;16;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:23:55;4;64;4;289.6;0.55;161;219.6;0.70;155;15;16;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:25:48;2;4;64;301.4;0.61;184;217.3;0.81;177;15;21;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:25:52;2;64;4;300.9;0.62;187;217.3;0.82;179;15;21;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:20:16;4;4;64;282.3;0.59;167;221.2;0.73;161;36;26;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:20:20;4;64;4;279.0;0.61;171;221.0;0.74;164;36;26;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:20:41;1;4;3;219.8;0.42;92;222.8;0.40;88;33;19;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:20:59;4;4;64;268.1;0.52;141;220.9;0.61;135;36;27;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:21:03;4;64;4;257.1;0.52;134;220.9;0.58;129;36;28;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:22:43;4;4;3;266.7;0.35;94;221.5;0.41;91;36;31;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:22:51;2;4;3;272.8;0.35;95;220.8;0.42;92;36;31;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:23:44;3;4;3;265.5;0.39;103;221.6;0.45;99;35;35;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:33:31;1;3;1;199.8;0.00;0;223.2;0.00;0;32;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:36:37;1;1;3;277.9;0.00;0;223.0;0.00;0;32;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:37:05;2;3;1;200.0;0.00;0;221.0;0.00;0;34;1;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:39:08;1;3;1;183.6;0.00;0;220.9;0.00;0;32;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:39:11;4;3;1;200.1;0.00;0;219.7;0.00;0;34;1;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:40:10;2;1;3;313.3;0.00;0;218.3;0.00;0;34;1;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:42:07;4;1;3;291.1;0.00;0;220.3;0.00;0;34;1;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:42:41;2;3;1;234.9;0.00;0;218.0;0.00;0;33;1;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:44:04;3;3;1;200.0;0.00;0;220.2;0.00;0;33;2;;;;;;;;;;;;;;;;;;;;;0;0;0.0
