;Addr;S_OLD;S_NEW;U_DC_0;I_DC_0;P_DC_WR;U_AC_0;I_AC_0;P_AC_WR;T_WR;E_D_WR;U_DC_1;I_DC_1;P_DC_1;U_DC_2;I_DC_2;P_DC_2;U_DC_3;I_DC_3;P_DC_3;U_AC_1;I_AC_1;P_AC_1;U_AC_2;I_AC_2;P_AC_2;U_AC_3;I_AC_3;P_AC_3;COS_PHI;;;;
;;;;V;A;W;V;A;W;°C;Wh;V;A;W;V;A;W;V;A;W;V;A;W;V;A;W;V;A;W;;;;;
04:54:05;2;1;2;22.4;0.00;0;220.7;0.00;0;14;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
04:54:09;2;2;1;4.7;0.00;0;221.0;0.00;0;14;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:16:08;3;1;3;304.1;0.00;0;221.3;0.00;0;15;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:17:23;4;1;3;300.4;0.00;0;220.1;0.00;0;14;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:18:41;2;1;3;323.9;0.00;0;218.7;0.00;0;14;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:21:10;2;3;1;242.7;0.01;3;217.9;0.01;3;14;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:23:31;1;1;3;286.9;0.00;0;221.0;0.00;0;14;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:24:16;2;1;3;329.8;0.00;0;218.0;0.00;0;14;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:26:01;1;3;1;215.1;0.00;0;221.1;0.00;0;14;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:29:03;1;1;3;303.4;0.00;0;220.6;0.00;0;14;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:31:34;1;3;1;227.6;0.01;3;220.0;0.01;3;14;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:34:37;1;1;3;314.7;0.00;0;219.5;0.00;0;14;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:59:29;3;3;4;199.9;0.44;88;219.3;0.38;84;17;17;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:01:27;4;3;4;200.0;0.46;92;218.4;0.40;88;17;2;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:01:46;2;3;4;199.9;0.43;87;217.7;0.38;83;16;3;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:02:44;1;3;4;199.9;0.50;100;219.8;0.44;96;16;4;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:05:16;4;4;64;282.4;0.56;157;218.3;0.69;151;17;11;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:05:20;4;64;4;293.1;0.53;156;218.4;0.69;150;17;11;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:08:12;4;4;64;285.1;0.66;187;217.8;0.83;180;17;19;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:08:16;4;64;4;262.7;0.71;185;218.1;0.82;178;17;19;;;;;;;;;;;;;;;;;;;;;0;0;0.0
15:53:32;4;4;64;264.7;0.59;156;223.4;0.67;150;40;35;;;;;;;;;;;;;;;;;;;;;0;0;0.0
15:53:36;4;64;4;264.7;0.58;154;223.9;0.66;148;40;36;;;;;;;;;;;;;;;;;;;;;0;0;0.0
15:54:10;4;4;64;278.9;0.54;150;223.8;0.64;144;40;37;;;;;;;;;;;;;;;;;;;;;0;0;0.0
15:54:14;4;64;4;279.0;0.52;145;224.1;0.62;140;40;37;;;;;;;;;;;;;;;;;;;;;0;0;0.0
15:57:02;1;4;3;208.0;0.48;100;224.6;0.42;96;38;35;;;;;;;;;;;;;;;;;;;;;0;0;0.0
