;Addr;S_OLD;S_NEW;U_DC_0;I_DC_0;P_DC_WR;U_AC_0;I_AC_0;P_AC_WR;T_WR;E_D_WR;U_DC_1;I_DC_1;P_DC_1;U_DC_2;I_DC_2;P_DC_2;U_DC_3;I_DC_3;P_DC_3;U_AC_1;I_AC_1;P_AC_1;U_AC_2;I_AC_2;P_AC_2;U_AC_3;I_AC_3;P_AC_3;COS_PHI;;;;
;;;;V;A;W;V;A;W;°C;Wh;V;A;W;V;A;W;V;A;W;V;A;W;V;A;W;V;A;W;;;;;
04:34:04;3;0;1;0.0;0.00;0;0.0;0.00;0;0;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:02:29;2;1;3;90.1;0.00;0;219.1;0.00;0;14;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:05:01;2;3;1;239.2;0.00;1;220.5;0.00;1;15;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:05:58;3;1;3;308.1;0.00;0;222.4;0.00;0;15;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:07:14;4;1;3;292.7;0.00;0;222.3;0.00;0;15;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:08:04;2;1;3;330.4;0.00;0;220.6;0.00;0;15;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:08:45;1;1;3;142.5;0.00;0;223.3;0.00;0;14;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:11:17;1;3;1;221.1;0.00;0;222.8;0.00;0;15;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:14:18;1;1;3;314.0;0.00;0;222.2;0.00;0;15;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:26:47;3;3;4;199.9;0.43;86;219.3;0.38;83;16;13;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:28:17;4;3;4;200.0;0.49;97;218.8;0.43;94;16;15;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:29:14;2;3;4;200.0;0.46;92;216.8;0.41;88;16;18;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:29:22;2;4;3;200.0;0.46;93;217.0;0.41;89;16;18;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:29:55;2;3;4;200.1;0.46;92;216.6;0.41;88;16;19;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:30:14;4;4;64;274.1;0.50;137;219.0;0.60;132;16;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:30:18;4;64;4;269.7;0.50;135;218.8;0.59;129;16;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:31:03;1;3;4;199.9;0.49;98;219.4;0.43;94;16;1;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:31:11;1;4;3;208.0;0.46;97;218.8;0.42;93;16;2;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:31:46;1;3;4;199.9;0.46;92;219.5;0.40;88;16;2;;;;;;;;;;;;;;;;;;;;;0;0;0.0
15:44:40;2;4;64;297.3;0.64;192;218.7;0.84;185;35;44;;;;;;;;;;;;;;;;;;;;;0;0;0.0
15:44:45;2;64;4;302.1;0.63;192;218.6;0.84;184;35;45;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:03:31;4;4;64;270.6;0.64;173;221.0;0.75;166;35;11;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:03:35;4;64;4;278.5;0.60;166;221.7;0.72;160;35;11;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:07:15;4;4;64;278.5;0.56;156;221.5;0.67;149;35;20;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:07:19;4;64;4;267.7;0.57;152;221.9;0.66;146;35;20;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:07:32;1;4;3;204.4;0.52;105;222.7;0.45;101;33;15;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:07:36;1;3;4;199.9;0.54;107;223.2;0.46;103;33;15;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:08:31;4;4;64;276.1;0.52;145;221.9;0.63;139;35;23;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:08:35;4;64;4;267.5;0.53;142;222.1;0.61;136;35;23;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:08:44;1;4;3;205.2;0.46;94;222.9;0.40;90;33;17;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:14:37;3;4;3;265.8;0.42;111;222.2;0.48;106;34;39;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:14:41;3;3;4;254.8;0.44;112;222.3;0.48;107;34;39;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:14:43;2;4;3;286.7;0.34;98;220.8;0.43;94;34;35;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:14:45;4;4;3;259.3;0.37;96;222.2;0.42;92;35;35;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:15:15;3;4;3;281.2;0.38;107;222.7;0.46;103;34;1;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:15:19;3;3;4;273.1;0.41;112;222.9;0.48;108;34;1;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:16:23;3;4;3;282.2;0.36;101;222.3;0.43;97;34;3;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:16:27;3;3;4;281.5;0.37;105;222.2;0.45;101;34;3;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:16:43;3;4;3;267.5;0.36;97;222.0;0.42;94;34;3;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:16:47;3;3;4;281.7;0.37;104;222.5;0.45;100;34;3;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:16:51;3;4;3;281.3;0.36;100;222.2;0.43;96;34;3;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:16:55;3;3;4;271.0;0.37;101;222.0;0.44;97;34;3;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:17:01;3;4;3;276.1;0.37;101;222.4;0.43;97;34;4;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:17:05;3;3;4;281.1;0.34;95;222.1;0.41;92;34;4;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:17:09;3;4;3;277.3;0.34;95;222.4;0.41;91;34;4;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:27:40;1;3;1;199.7;0.00;0;222.1;0.00;0;32;4;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:30:47;1;1;3;268.2;0.00;0;221.3;0.00;0;32;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:32:01;1;3;1;180.1;0.00;0;222.4;0.00;0;32;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:32:40;4;3;1;200.0;0.00;0;221.7;0.00;0;34;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:34:08;2;1;3;310.5;0.00;0;220.2;0.00;0;33;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:34:09;3;3;1;200.1;0.00;0;221.8;0.00;0;33;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:35:36;4;1;3;284.1;0.00;0;220.3;0.00;0;33;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:36:37;2;3;1;231.3;0.00;0;220.0;0.00;0;33;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:37:15;3;1;3;286.5;0.00;0;221.8;0.00;0;33;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:38:05;4;3;1;200.9;0.00;0;220.9;0.00;0;33;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:38:39;3;3;1;203.8;0.00;0;221.1;0.00;0;33;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:50:23;1;1;2;80.4;0.00;0;222.0;0.00;0;30;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:55:40;4;1;2;81.7;0.00;0;221.3;0.00;0;32;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:58:58;2;1;2;82.0;0.00;0;220.5;0.00;0;31;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:00:35;3;1;2;81.4;0.00;0;222.5;0.00;0;31;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
