;Addr;S_OLD;S_NEW;U_DC_0;I_DC_0;P_DC_WR;U_AC_0;I_AC_0;P_AC_WR;T_WR;E_D_WR;U_DC_1;I_DC_1;P_DC_1;U_DC_2;I_DC_2;P_DC_2;U_DC_3;I_DC_3;P_DC_3;U_AC_1;I_AC_1;P_AC_1;U_AC_2;I_AC_2;P_AC_2;U_AC_3;I_AC_3;P_AC_3;COS_PHI;;;;
;;;;V;A;W;V;A;W;°C;Wh;V;A;W;V;A;W;V;A;W;V;A;W;V;A;W;V;A;W;;;;;
05:50:10;1;0;1;0.0;0.00;0;0.0;0.00;0;0;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:11:13;2;1;3;320.4;0.00;0;231.8;0.00;0;16;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:14:17;4;1;3;307.8;0.00;0;231.9;0.00;0;16;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:14:36;3;1;3;315.1;0.00;0;231.7;0.00;0;17;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:17:37;1;1;3;282.3;0.00;0;233.0;0.00;0;16;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:19:54;3;3;4;199.9;0.46;92;232.2;0.38;88;17;5;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:20:08;4;3;4;200.0;0.47;95;232.6;0.39;91;17;5;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:20:14;4;4;3;200.0;0.48;96;232.3;0.40;93;17;5;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:20:31;4;3;4;199.9;0.46;91;232.3;0.38;88;17;6;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:21:01;2;3;4;199.9;0.46;93;231.7;0.38;89;17;6;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:21:42;1;3;4;200.0;0.50;99;233.5;0.41;95;17;3;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:28:11;4;4;64;291.6;0.65;191;232.0;0.79;183;17;29;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:28:15;4;64;4;284.6;0.68;192;231.9;0.80;185;17;29;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:28:31;4;4;64;274.2;0.66;180;232.0;0.74;173;17;30;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:28:35;4;64;4;277.9;0.66;185;231.8;0.76;177;17;30;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:03:25;4;4;3;252.0;0.37;94;228.3;0.39;90;42;18;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:03:27;2;4;3;279.0;0.37;105;228.0;0.44;101;41;20;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:03:32;3;4;3;277.1;0.38;106;228.6;0.45;102;41;21;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:03:34;1;4;3;216.1;0.46;100;229.4;0.42;96;40;18;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:03:50;1;3;4;200.0;0.44;88;229.4;0.37;84;40;19;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:03:58;1;4;3;203.6;0.49;100;229.7;0.42;96;40;19;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:04:31;1;3;4;200.0;0.45;89;229.2;0.37;86;40;20;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:04:35;1;4;3;204.2;0.45;93;228.9;0.39;89;40;20;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:04:39;1;3;4;200.0;0.48;96;229.0;0.40;93;40;20;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:04:47;1;4;3;203.6;0.47;96;229.4;0.40;92;40;20;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:04:55;1;3;4;200.0;0.49;99;229.6;0.41;95;40;20;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:05:23;3;3;4;199.9;0.44;88;228.4;0.37;85;41;24;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:05:24;4;3;4;200.6;0.42;84;228.3;0.35;81;41;20;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:05:30;2;3;4;201.4;0.49;99;228.0;0.42;95;41;22;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:06:12;4;4;3;270.7;0.37;99;228.6;0.42;95;41;22;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:06:14;2;4;3;281.5;0.39;108;228.1;0.46;104;41;24;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:06:15;3;4;3;272.3;0.40;109;229.0;0.46;105;41;26;;;;;;;;;;;;;;;;;;;;;0;0;0.0
