;Addr;S_OLD;S_NEW;U_DC_0;I_DC_0;P_DC_WR;U_AC_0;I_AC_0;P_AC_WR;T_WR;E_D_WR;U_DC_1;I_DC_1;P_DC_1;U_DC_2;I_DC_2;P_DC_2;U_DC_3;I_DC_3;P_DC_3;U_AC_1;I_AC_1;P_AC_1;U_AC_2;I_AC_2;P_AC_2;U_AC_3;I_AC_3;P_AC_3;COS_PHI;;;;
;;;;V;A;W;V;A;W;°C;Wh;V;A;W;V;A;W;V;A;W;V;A;W;V;A;W;V;A;W;;;;;
05:59:02;3;1;3;308.8;0.00;0;224.0;0.00;0;16;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:00:17;2;1;3;254.2;0.00;0;222.7;0.00;0;16;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:02:45;4;1;3;310.6;0.00;0;224.0;0.00;0;16;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:02:47;2;3;1;246.7;0.03;9;222.9;0.04;8;16;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:05:51;2;1;3;339.3;0.00;0;222.3;0.00;0;16;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:06:30;1;1;3;219.8;0.00;0;224.3;0.00;0;16;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:09:02;1;3;1;230.3;0.01;4;225.1;0.01;4;16;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:12:05;1;1;3;324.6;0.00;0;225.2;0.00;0;16;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:20:11;3;3;4;199.9;0.49;98;222.7;0.42;94;17;7;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:21:51;4;3;4;200.0;0.45;90;223.3;0.39;86;17;8;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:22:15;1;3;4;200.0;0.43;86;224.6;0.37;83;16;7;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:22:38;1;4;3;204.1;0.45;93;224.2;0.40;89;17;7;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:23:02;1;3;4;199.9;0.49;99;224.1;0.42;95;17;8;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:23:09;2;3;4;200.0;0.47;93;222.1;0.40;90;17;11;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:23:22;1;4;3;204.1;0.45;93;224.2;0.40;89;17;8;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:23:31;1;3;4;199.9;0.47;95;224.4;0.41;91;17;9;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:23:03;1;4;3;221.3;0.44;97;220.4;0.42;93;38;17;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:23:44;4;4;3;261.1;0.40;105;219.8;0.46;101;39;21;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:24:10;2;4;3;284.8;0.35;101;219.7;0.44;97;39;22;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:28:03;3;4;3;257.4;0.40;102;219.3;0.44;98;38;31;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:54:41;1;3;1;200.0;0.00;0;225.0;0.00;0;36;1;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:56:10;2;3;1;209.3;0.03;6;222.0;0.02;6;37;3;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:57:44;1;1;3;272.7;0.00;0;224.9;0.00;0;36;1;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:59:19;1;3;1;180.5;0.00;0;224.8;0.00;0;35;1;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:59:28;2;1;3;315.5;0.00;0;222.3;0.00;0;37;3;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:59:45;4;3;1;199.9;0.00;0;223.7;0.00;0;37;2;;;;;;;;;;;;;;;;;;;;;0;0;0.0
18:00:26;3;3;1;199.9;0.00;0;222.6;0.00;0;36;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
18:01:52;2;3;1;236.5;0.00;0;222.0;0.00;0;36;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
18:02:55;4;1;3;282.9;0.00;0;223.7;0.00;0;37;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
18:03:34;3;1;3;289.0;0.00;0;222.6;0.00;0;36;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
18:04:48;2;1;3;296.2;0.00;0;222.1;0.00;0;36;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
18:04:57;2;3;1;151.2;0.00;0;222.5;0.00;0;36;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
18:04:59;4;3;1;196.8;0.00;0;223.5;0.00;0;36;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
18:05:20;3;3;1;176.5;0.00;0;223.2;0.00;0;36;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
18:16:05;1;1;2;80.4;0.00;0;225.3;0.00;0;34;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
18:21:09;4;1;2;81.2;0.00;0;223.2;0.00;0;35;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
18:23:56;2;1;2;83.3;0.00;0;219.1;0.00;0;34;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
18:25:09;3;1;2;81.3;0.00;0;222.2;0.00;0;34;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
