;Addr;S_OLD;S_NEW;U_DC_0;I_DC_0;P_DC_WR;U_AC_0;I_AC_0;P_AC_WR;T_WR;E_D_WR;U_DC_1;I_DC_1;P_DC_1;U_DC_2;I_DC_2;P_DC_2;U_DC_3;I_DC_3;P_DC_3;U_AC_1;I_AC_1;P_AC_1;U_AC_2;I_AC_2;P_AC_2;U_AC_3;I_AC_3;P_AC_3;COS_PHI;;;;
;;;;V;A;W;V;A;W;°C;Wh;V;A;W;V;A;W;V;A;W;V;A;W;V;A;W;V;A;W;;;;;
06:19:21;3;1;3;305.6;0.00;0;224.9;0.00;0;17;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:20:36;4;1;3;302.4;0.00;0;225.0;0.00;0;17;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:21:36;2;1;3;297.1;0.00;0;223.2;0.00;0;16;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:24:06;2;3;1;244.2;0.01;3;222.9;0.01;3;16;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:26:27;1;1;3;127.2;0.00;0;224.2;0.00;0;16;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:27:12;2;1;3;328.5;0.00;0;222.5;0.00;0;17;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:28:57;1;3;1;211.1;0.00;0;224.6;0.00;0;16;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:29:40;2;3;1;246.5;0.03;7;222.2;0.03;7;17;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:32:01;1;1;3;287.7;0.00;0;224.7;0.00;0;17;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:32:46;2;1;3;330.2;0.00;0;222.6;0.00;0;17;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:34:31;1;3;1;215.3;0.00;0;224.8;0.00;0;17;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:35:16;2;3;1;247.6;0.04;9;222.7;0.04;9;17;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:37:36;1;1;3;289.3;0.00;0;224.4;0.00;0;17;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:38:17;2;1;3;331.0;0.00;0;222.9;0.00;0;17;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:40:06;1;3;1;217.0;0.00;0;223.4;0.00;0;17;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:43:09;1;1;3;296.3;0.00;0;224.2;0.00;0;17;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:45:40;1;3;1;222.1;0.00;0;224.3;0.00;0;17;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:48:45;1;1;3;295.7;0.00;0;224.3;0.00;0;17;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:51:11;1;3;1;221.5;0.00;0;223.7;0.00;0;17;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:54:15;1;1;3;289.2;0.00;0;223.5;0.00;0;17;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:56:48;1;3;1;216.8;0.00;0;223.5;0.00;0;17;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:59:50;1;1;3;294.1;0.00;0;222.6;0.00;0;17;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
07:02:19;1;3;1;221.0;0.00;0;223.2;0.00;0;17;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
07:05:22;1;1;3;304.7;0.00;0;222.4;0.00;0;17;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
07:07:55;1;3;1;228.7;0.01;3;221.8;0.01;3;17;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
07:11:00;1;1;3;311.5;0.00;0;221.7;0.00;0;17;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
07:25:44;3;3;4;200.0;0.44;88;218.7;0.39;85;19;11;;;;;;;;;;;;;;;;;;;;;0;0;0.0
07:25:48;3;4;3;199.9;0.46;93;218.9;0.41;89;19;11;;;;;;;;;;;;;;;;;;;;;0;0;0.0
07:26:13;3;3;4;200.0;0.45;91;218.3;0.40;87;19;12;;;;;;;;;;;;;;;;;;;;;0;0;0.0
07:26:26;3;4;3;199.9;0.47;94;218.2;0.41;90;19;12;;;;;;;;;;;;;;;;;;;;;0;0;0.0
07:26:52;3;3;4;199.9;0.49;98;217.9;0.43;94;19;12;;;;;;;;;;;;;;;;;;;;;0;0;0.0
07:27:18;4;3;4;199.9;0.46;93;218.8;0.41;89;19;13;;;;;;;;;;;;;;;;;;;;;0;0;0.0
07:27:56;2;3;4;200.0;0.48;96;217.9;0.42;92;19;13;;;;;;;;;;;;;;;;;;;;;0;0;0.0
07:28:31;1;3;4;233.2;0.42;98;219.1;0.43;94;18;8;;;;;;;;;;;;;;;;;;;;;0;0;0.0
07:29:43;4;4;64;279.6;0.63;178;218.3;0.78;171;20;19;;;;;;;;;;;;;;;;;;;;;0;0;0.0
07:29:47;4;64;4;286.2;0.66;191;218.3;0.84;183;20;19;;;;;;;;;;;;;;;;;;;;;0;0;0.0
07:29:51;4;4;64;288.8;0.65;188;218.1;0.83;181;20;19;;;;;;;;;;;;;;;;;;;;;0;0;0.0
07:29:55;4;64;4;288.4;0.63;182;217.7;0.80;175;20;19;;;;;;;;;;;;;;;;;;;;;0;0;0.0
07:51:30;3;4;49;299.3;3.78;1130;218.9;4.96;1085;21;95;;;;;;;;;;;;;;;;;;;;;0;0;0.0
07:51:31;4;4;49;312.6;3.65;1143;219.9;4.99;1097;21;96;;;;;;;;;;;;;;;;;;;;;0;0;0.0
07:51:32;1;4;49;262.9;3.70;974;221.3;4.23;935;20;81;;;;;;;;;;;;;;;;;;;;;0;0;0.0
07:51:45;4;49;57;354.7;0.00;0;220.4;0.00;0;21;97;;;;;;;;;;;;;;;;;;;;;0;0;0.0
07:51:46;1;49;57;381.2;0.00;0;221.6;0.00;0;20;82;;;;;;;;;;;;;;;;;;;;;0;0;0.0
07:51:48;3;49;57;351.1;0.00;0;220.5;0.00;0;21;96;;;;;;;;;;;;;;;;;;;;;0;0;0.0
07:57:31;3;57;1;350.7;0.00;0;219.8;0.00;0;21;96;;;;;;;;;;;;;;;;;;;;;0;0;0.0
07:57:32;4;57;1;354.2;0.00;0;220.7;0.00;0;21;97;;;;;;;;;;;;;;;;;;;;;0;0;0.0
07:57:33;1;57;1;382.1;0.00;0;221.4;0.00;0;20;82;;;;;;;;;;;;;;;;;;;;;0;0;0.0
07:57:35;3;1;4;350.7;0.00;0;219.6;0.00;0;21;96;;;;;;;;;;;;;;;;;;;;;0;0;0.0
07:57:36;4;1;4;354.2;0.00;0;220.5;0.00;0;21;97;;;;;;;;;;;;;;;;;;;;;0;0;0.0
07:57:37;1;1;4;382.1;0.00;0;221.4;0.00;0;20;82;;;;;;;;;;;;;;;;;;;;;0;0;0.0
10:54:28;2;4;64;271.1;15.70;4256;216.9;18.84;4086;44;571;;;;;;;;;;;;;;;;;;;;;0;0;0.0
10:54:32;2;64;4;295.8;14.29;4229;216.6;18.74;4060;44;575;;;;;;;;;;;;;;;;;;;;;0;0;0.0
11:55:56;3;4;64;308.2;13.80;4253;218.2;18.71;4083;45;493;;;;;;;;;;;;;;;;;;;;;0;0;0.0
11:56:01;3;64;4;302.0;14.02;4235;217.3;18.71;4066;45;497;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:59:24;1;4;64;220.0;0.80;177;220.0;0.77;170;37;48;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:59:28;1;64;4;241.5;0.73;177;219.8;0.77;170;37;48;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:59:40;1;4;64;229.3;0.76;176;219.5;0.77;169;37;48;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:59:44;1;64;4;238.1;0.74;176;220.2;0.77;169;37;48;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:15:21;1;4;64;248.4;0.71;176;220.6;0.77;169;35;1;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:15:25;1;64;4;240.8;0.73;175;221.0;0.76;168;35;1;;;;;;;;;;;;;;;;;;;;;0;0;0.0
