;Addr;S_OLD;S_NEW;U_DC_0;I_DC_0;P_DC_WR;U_AC_0;I_AC_0;P_AC_WR;T_WR;E_D_WR;U_DC_1;I_DC_1;P_DC_1;U_DC_2;I_DC_2;P_DC_2;U_DC_3;I_DC_3;P_DC_3;U_AC_1;I_AC_1;P_AC_1;U_AC_2;I_AC_2;P_AC_2;U_AC_3;I_AC_3;P_AC_3;COS_PHI;;;;
;;;;V;A;W;V;A;W;°C;Wh;V;A;W;V;A;W;V;A;W;V;A;W;V;A;W;V;A;W;;;;;
05:36:58;3;1;2;63.5;0.00;0;228.5;0.00;0;17;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:37:02;3;2;1;29.9;0.00;0;228.2;0.00;0;17;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:55:29;3;1;3;307.3;0.00;0;228.1;0.00;0;17;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:57:02;2;1;3;329.8;0.00;0;225.6;0.00;0;17;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:58:52;4;1;3;300.5;0.00;0;227.2;0.00;0;17;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:00:51;1;1;3;218.4;0.00;0;227.9;0.00;0;17;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:03:18;1;3;1;228.6;0.00;0;228.1;0.00;0;17;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:06:22;1;1;3;316.2;0.00;0;227.2;0.00;0;17;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:15:52;3;3;4;200.0;0.49;97;224.9;0.41;93;18;2;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:16:11;4;3;4;199.9;0.47;94;225.0;0.40;90;18;2;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:16:58;2;3;4;199.9;0.46;93;223.2;0.40;89;18;3;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:17:19;1;3;4;237.1;0.36;86;225.7;0.36;82;18;2;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:07:17;4;4;64;280.7;0.64;180;226.1;0.77;173;38;26;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:07:21;4;64;4;271.2;0.65;176;225.8;0.75;169;38;26;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:08:36;3;4;64;272.0;0.71;193;226.1;0.82;186;37;32;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:08:40;3;64;4;271.5;0.70;191;226.1;0.81;183;37;33;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:09:35;4;4;64;271.8;0.66;179;225.7;0.76;172;38;32;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:09:39;4;64;4;283.0;0.63;177;226.2;0.75;170;38;32;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:22:08;1;4;3;215.9;0.45;96;226.6;0.41;93;37;14;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:22:12;1;3;4;220.4;0.43;96;227.1;0.41;92;37;14;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:22:16;1;4;3;214.1;0.47;100;227.1;0.42;96;37;14;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:22:24;1;3;4;199.9;0.46;93;227.0;0.39;89;37;15;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:22:28;1;4;3;199.8;0.47;94;226.6;0.40;91;37;15;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:22:55;2;4;3;284.2;0.34;98;225.4;0.42;94;37;16;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:22:57;4;4;3;276.0;0.36;100;226.4;0.42;96;37;16;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:22:58;1;3;4;199.9;0.44;88;227.2;0.37;85;37;15;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:23:02;1;4;3;199.9;0.46;93;227.7;0.39;89;37;15;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:23:12;3;4;3;265.4;0.38;100;225.9;0.42;96;37;18;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:23:16;3;3;4;279.6;0.36;102;226.2;0.43;98;37;18;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:23:24;3;4;3;268.6;0.37;101;226.0;0.43;97;37;19;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:49:46;1;3;1;199.9;0.00;0;229.3;0.00;0;36;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:50:02;2;3;1;208.6;0.01;3;226.6;0.01;3;36;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:52:51;4;3;1;199.8;0.00;0;227.6;0.00;0;36;1;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:53:00;1;1;3;278.8;0.00;0;228.9;0.00;0;35;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:53:01;2;1;3;314.7;0.00;0;226.3;0.00;0;35;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
