;Addr;S_OLD;S_NEW;U_DC_0;I_DC_0;P_DC_WR;U_AC_0;I_AC_0;P_AC_WR;T_WR;E_D_WR;U_DC_1;I_DC_1;P_DC_1;U_DC_2;I_DC_2;P_DC_2;U_DC_3;I_DC_3;P_DC_3;U_AC_1;I_AC_1;P_AC_1;U_AC_2;I_AC_2;P_AC_2;U_AC_3;I_AC_3;P_AC_3;COS_PHI;;;;
;;;;V;A;W;V;A;W;°C;Wh;V;A;W;V;A;W;V;A;W;V;A;W;V;A;W;V;A;W;;;;;
05:12:23;3;1;2;32.3;0.00;0;220.7;0.00;0;15;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:12:27;3;2;1;27.0;0.00;0;220.9;0.00;0;15;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:24:20;4;1;3;299.8;0.00;0;219.1;0.00;0;15;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:24:45;3;1;3;305.0;0.00;0;219.6;0.00;0;15;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:26:34;2;1;3;329.2;0.00;0;220.5;0.00;0;15;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:28:52;1;1;3;196.9;0.00;0;222.4;0.00;0;15;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:31:25;1;3;1;225.0;0.00;0;223.0;0.00;0;15;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:34:25;1;1;3;315.2;0.00;0;223.4;0.00;0;15;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:39:37;3;3;4;199.9;0.46;93;222.9;0.40;89;16;10;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:39:46;4;3;4;200.0;0.45;90;222.6;0.39;87;16;8;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:40:05;2;3;4;199.9;0.49;98;221.0;0.42;94;16;10;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:45:25;1;3;4;232.4;0.37;86;223.6;0.37;82;16;1;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:45:29;1;4;3;220.0;0.41;89;223.4;0.38;86;16;1;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:45:55;1;3;4;199.9;0.45;90;223.9;0.39;87;16;1;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:46:31;4;4;64;272.2;0.57;155;222.7;0.67;149;16;4;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:46:35;4;64;4;261.0;0.58;152;222.8;0.65;146;16;4;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:54:17;4;4;64;258.7;0.69;179;221.9;0.77;172;17;25;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:54:21;4;64;4;279.8;0.67;187;222.2;0.81;180;17;26;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:02:49;2;4;64;292.0;0.65;191;220.0;0.83;184;17;8;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:02:53;2;64;4;291.2;0.66;192;219.8;0.84;185;17;9;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:03:53;2;4;64;290.4;0.66;193;219.0;0.84;185;17;12;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:03:57;2;64;4;284.6;0.68;194;218.8;0.85;186;17;12;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:12:07;4;4;64;280.9;0.57;161;218.9;0.71;155;18;36;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:12:11;4;64;4;269.9;0.60;161;219.0;0.71;155;18;36;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:13:30;4;4;64;283.0;0.53;152;219.7;0.66;146;18;39;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:13:33;4;64;4;282.6;0.53;150;219.4;0.65;144;18;39;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:15:24;4;4;64;286.9;0.50;143;219.7;0.62;137;18;1;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:15:28;4;64;4;276.1;0.54;148;219.3;0.65;143;18;1;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:24:11;4;4;64;271.8;0.63;170;220.8;0.74;164;38;34;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:24:15;4;64;4;260.8;0.64;168;220.3;0.73;162;38;35;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:29:10;1;4;3;207.4;0.50;104;222.2;0.45;100;36;39;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:29:14;1;3;4;199.9;0.51;101;222.5;0.44;97;36;40;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:29:18;1;4;3;203.6;0.46;94;222.2;0.41;91;36;40;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:29:22;1;3;4;199.9;0.47;94;222.7;0.40;90;36;40;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:29:38;1;4;3;207.7;0.45;94;222.3;0.40;90;36;40;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:30:50;1;3;4;199.8;0.44;89;222.3;0.38;86;36;1;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:30:56;1;4;3;199.9;0.44;88;222.6;0.38;85;36;1;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:32:03;4;4;3;281.2;0.37;103;221.6;0.44;99;37;3;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:32:07;4;3;4;274.2;0.36;98;220.3;0.42;94;37;4;;;;;;;;;;;;;;;;;;;;;0;0;0.0
