;Addr;S_OLD;S_NEW;U_DC_0;I_DC_0;P_DC_WR;U_AC_0;I_AC_0;P_AC_WR;T_WR;E_D_WR;U_DC_1;I_DC_1;P_DC_1;U_DC_2;I_DC_2;P_DC_2;U_DC_3;I_DC_3;P_DC_3;U_AC_1;I_AC_1;P_AC_1;U_AC_2;I_AC_2;P_AC_2;U_AC_3;I_AC_3;P_AC_3;COS_PHI;;;;
;;;;V;A;W;V;A;W;°C;Wh;V;A;W;V;A;W;V;A;W;V;A;W;V;A;W;V;A;W;;;;;
05:37:28;3;1;2;26.0;0.00;0;234.3;0.00;0;17;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:37:32;3;2;1;7.4;0.00;0;233.9;0.00;0;17;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:43:43;3;1;3;130.3;0.00;0;233.9;0.00;0;17;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:45:24;2;1;3;324.7;0.00;0;231.9;0.00;0;17;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:46:13;3;3;1;227.6;0.02;4;234.0;0.02;4;17;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:47:54;2;3;1;243.7;0.00;0;232.1;0.00;0;17;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:48:48;4;1;3;259.3;0.00;0;232.7;0.00;0;17;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:49:17;3;1;3;308.4;0.00;0;234.0;0.00;0;17;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:50:58;2;1;3;330.3;0.00;0;231.7;0.00;0;17;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:54:53;1;1;3;207.3;0.00;0;234.1;0.00;0;17;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:57:24;1;3;1;230.6;0.02;5;233.6;0.02;5;17;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:00:26;1;1;3;324.3;0.00;0;233.5;0.00;0;17;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:04:24;3;3;4;199.9;0.46;93;232.9;0.38;89;18;6;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:05:17;4;3;4;200.0;0.47;95;232.0;0.39;91;18;6;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:05:49;2;3;4;199.9;0.46;93;231.2;0.38;89;18;7;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:06:47;1;3;4;243.4;0.39;96;232.8;0.40;92;17;4;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:07:31;1;4;3;204.0;0.51;104;232.6;0.43;100;17;6;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:08:26;1;3;4;200.0;0.46;93;232.7;0.38;89;18;7;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:12:27;4;4;64;290.2;0.65;188;230.7;0.78;181;18;27;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:12:31;4;64;4;289.9;0.65;188;231.0;0.78;181;18;27;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:19:00;1;4;64;228.9;0.82;187;225.2;0.80;179;35;10;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:19:04;1;64;4;236.2;0.78;183;224.7;0.78;176;35;10;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:26:11;2;4;64;292.0;0.67;195;226.1;0.83;187;35;44;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:26:15;2;64;4;292.1;0.66;194;226.5;0.82;186;35;44;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:26:27;2;4;64;290.9;0.65;188;226.3;0.80;181;35;45;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:26:31;2;64;4;290.6;0.64;188;225.8;0.80;180;35;45;;;;;;;;;;;;;;;;;;;;;0;0;0.0
