;Addr;S_OLD;S_NEW;U_DC_0;I_DC_0;P_DC_WR;U_AC_0;I_AC_0;P_AC_WR;T_WR;E_D_WR;U_DC_1;I_DC_1;P_DC_1;U_DC_2;I_DC_2;P_DC_2;U_DC_3;I_DC_3;P_DC_3;U_AC_1;I_AC_1;P_AC_1;U_AC_2;I_AC_2;P_AC_2;U_AC_3;I_AC_3;P_AC_3;COS_PHI;;;;
;;;;V;A;W;V;A;W;°C;Wh;V;A;W;V;A;W;V;A;W;V;A;W;V;A;W;V;A;W;;;;;
05:26:54;2;0;1;0.0;0.00;0;0.0;0.00;0;0;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:54:16;4;1;3;301.1;0.00;0;231.1;0.00;0;15;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:54:57;3;1;3;272.0;0.00;0;232.7;0.00;0;15;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:56:43;2;1;3;312.0;0.00;0;229.5;0.00;0;15;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:56:45;4;3;1;225.9;0.00;0;231.1;0.00;0;15;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:59:13;2;3;1;247.0;0.03;7;230.0;0.03;7;15;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:59:47;4;1;3;309.6;0.00;0;230.6;0.00;0;15;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:01:50;1;1;3;309.4;0.00;0;231.8;0.00;0;14;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:02:15;2;1;3;335.9;0.00;0;229.2;0.00;0;15;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:04:20;1;3;1;232.4;0.00;0;232.4;0.00;0;15;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:07:25;1;1;3;324.2;0.00;0;231.2;0.00;0;15;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:10:18;4;3;4;232.2;0.41;94;230.2;0.39;91;15;5;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:10:46;3;3;4;200.0;0.47;94;230.5;0.39;90;16;7;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:10:49;2;3;4;200.0;0.42;84;228.4;0.35;81;15;5;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:10:58;1;3;4;243.1;0.39;95;231.2;0.39;91;15;1;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:11:51;1;4;3;227.9;0.51;117;231.3;0.48;112;15;3;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:13:31;1;3;4;200.0;0.42;83;230.9;0.35;80;15;5;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:13:51;1;4;3;213.8;0.45;96;230.0;0.40;93;15;6;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:14:09;1;3;4;200.0;0.48;96;230.5;0.40;92;15;6;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:14:13;1;4;3;214.5;0.45;97;230.7;0.41;94;15;6;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:16:21;1;3;4;200.0;0.46;92;229.5;0.38;88;15;2;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:16:31;1;4;3;233.6;0.50;118;230.0;0.49;113;15;2;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:18:06;1;3;4;199.9;0.47;95;229.5;0.40;91;15;4;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:28:56;1;4;64;233.0;0.80;186;231.4;0.77;179;16;28;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:29:00;1;64;4;242.0;0.77;187;231.2;0.78;180;16;28;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:05:14;1;4;3;212.1;0.46;98;226.7;0.41;94;36;14;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:05:18;1;3;4;205.9;0.46;95;226.5;0.40;91;36;14;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:05:22;1;4;3;200.0;0.50;101;226.2;0.43;97;36;14;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:07:48;1;3;4;199.9;0.45;91;226.7;0.38;87;35;18;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:07:52;1;4;3;199.9;0.47;94;226.6;0.40;90;35;18;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:08:04;1;3;4;201.9;0.48;96;226.9;0.41;93;35;18;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:09:06;1;4;3;200.0;0.52;105;226.5;0.44;101;35;20;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:09:10;1;3;4;200.0;0.52;103;226.9;0.43;99;35;20;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:10:03;1;4;3;209.7;0.44;92;226.8;0.39;88;35;21;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:10:11;1;3;4;200.0;0.46;92;226.7;0.39;88;35;22;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:10:15;1;4;3;200.0;0.47;94;227.1;0.40;90;35;22;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:11:36;4;4;3;258.2;0.38;97;225.9;0.41;93;37;31;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:11:40;4;3;4;250.6;0.39;97;226.2;0.41;94;37;32;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:11:44;4;4;3;255.5;0.35;90;225.9;0.38;86;37;32;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:11:54;2;4;3;267.5;0.36;98;225.2;0.42;94;36;32;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:12:11;3;4;3;265.6;0.40;106;226.4;0.45;102;36;35;;;;;;;;;;;;;;;;;;;;;0;0;0.0
