;Addr;S_OLD;S_NEW;U_DC_0;I_DC_0;P_DC_WR;U_AC_0;I_AC_0;P_AC_WR;T_WR;E_D_WR;U_DC_1;I_DC_1;P_DC_1;U_DC_2;I_DC_2;P_DC_2;U_DC_3;I_DC_3;P_DC_3;U_AC_1;I_AC_1;P_AC_1;U_AC_2;I_AC_2;P_AC_2;U_AC_3;I_AC_3;P_AC_3;COS_PHI;;;;
;;;;V;A;W;V;A;W;°C;Wh;V;A;W;V;A;W;V;A;W;V;A;W;V;A;W;V;A;W;;;;;
04:45:21;3;0;1;0.0;0.00;0;0.0;0.00;0;0;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:21:31;3;1;3;305.3;0.00;0;220.4;0.00;0;16;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:22:12;4;1;3;287.3;0.00;0;220.9;0.00;0;15;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:23:24;2;1;3;314.9;0.00;0;220.2;0.00;0;15;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:23:27;1;1;3;131.1;0.00;0;221.6;0.00;0;15;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:25:57;1;3;1;217.5;0.00;0;222.2;0.00;0;15;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:29:02;1;1;3;316.5;0.00;0;224.8;0.00;0;15;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:34:04;4;3;4;228.2;0.41;93;223.8;0.40;89;16;5;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:34:52;3;3;4;200.0;0.47;95;223.8;0.41;91;16;6;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:35:04;3;4;3;200.0;0.48;97;224.7;0.41;93;16;6;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:35:24;3;3;4;200.0;0.46;92;224.2;0.39;88;16;7;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:38:49;2;3;4;200.0;0.45;90;221.7;0.39;87;16;11;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:38:59;1;3;4;199.9;0.44;89;223.3;0.38;86;16;9;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:46:29;4;4;64;288.4;0.57;165;223.5;0.71;158;17;3;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:46:33;4;64;4;287.8;0.57;163;223.6;0.70;157;17;4;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:47:15;4;4;64;274.8;0.60;165;223.7;0.71;159;17;6;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:47:19;4;64;4;264.6;0.62;163;223.3;0.70;157;17;6;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:48:23;4;4;64;272.4;0.68;185;223.9;0.79;177;17;9;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:48:27;4;64;4;277.6;0.68;189;224.0;0.81;182;17;9;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:48:35;4;4;64;287.5;0.66;191;223.8;0.82;183;17;9;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:48:43;4;64;4;288.9;0.63;182;224.0;0.78;175;17;10;;;;;;;;;;;;;;;;;;;;;0;0;0.0
15:47:37;1;4;64;225.0;0.76;172;225.6;0.73;165;37;7;;;;;;;;;;;;;;;;;;;;;0;0;0.0
15:47:41;1;64;4;235.8;0.73;172;225.6;0.73;165;37;7;;;;;;;;;;;;;;;;;;;;;0;0;0.0
15:55:15;1;4;3;204.1;0.47;96;225.8;0.41;93;37;40;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:02:55;1;3;4;199.9;0.48;96;224.4;0.41;92;36;4;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:02:59;1;4;3;199.9;0.51;102;224.3;0.44;98;36;4;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:03:03;1;3;4;199.9;0.46;92;224.3;0.39;88;36;4;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:03:15;1;4;3;208.4;0.48;101;224.3;0.43;97;36;4;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:03:21;1;3;4;220.4;0.44;96;224.0;0.41;93;36;4;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:10:18;4;4;64;279.4;0.62;173;224.0;0.74;166;37;24;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:10:22;4;64;4;259.7;0.65;169;223.6;0.73;162;37;24;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:11:32;4;4;64;274.2;0.55;151;223.6;0.65;146;37;27;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:11:36;4;64;4;255.2;0.58;149;223.8;0.64;143;37;27;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:11:41;1;4;3;212.1;0.45;95;225.1;0.40;91;35;19;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:11:46;1;3;4;199.8;0.48;96;225.0;0.41;92;35;19;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:11:49;4;4;64;280.5;0.54;153;223.9;0.65;146;37;28;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:11:50;1;4;3;204.1;0.51;103;224.7;0.44;99;35;19;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:11:53;4;64;4;270.1;0.55;148;224.0;0.63;142;37;28;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:12:06;1;3;4;205.9;0.47;96;224.7;0.41;92;35;19;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:12:10;1;4;3;199.9;0.50;99;225.0;0.42;95;35;20;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:14:39;4;4;3;275.5;0.36;99;223.4;0.42;95;37;33;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:14:43;4;3;4;284.3;0.33;95;223.1;0.41;92;37;33;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:14:57;2;4;3;274.7;0.35;97;222.7;0.42;94;37;34;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:15:03;4;4;3;280.2;0.35;97;223.3;0.42;93;37;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:15:14;3;4;3;264.5;0.42;110;223.9;0.47;106;36;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:15:20;3;3;4;263.9;0.42;111;223.6;0.48;107;36;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:15:40;3;4;3;263.2;0.41;108;223.2;0.46;104;36;1;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:15:44;3;3;4;262.7;0.42;112;223.8;0.48;108;36;1;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:16:00;3;4;3;266.2;0.39;105;223.9;0.45;101;36;1;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:16:04;3;3;4;282.2;0.37;105;224.0;0.45;101;36;1;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:16:48;3;4;3;266.3;0.37;99;224.3;0.42;95;36;3;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:26:10;2;3;1;200.0;0.00;0;223.1;0.00;0;36;6;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:28:06;1;1;3;279.3;0.00;0;225.1;0.00;0;34;4;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:29:16;2;1;3;314.1;0.00;0;222.7;0.00;0;35;6;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:30:35;1;3;1;207.1;0.00;0;224.6;0.00;0;34;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:31:42;2;3;1;235.5;0.00;0;223.2;0.00;0;35;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:32:42;3;3;1;200.0;0.00;0;223.9;0.00;0;35;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:33:41;1;1;3;270.3;0.00;0;225.0;0.00;0;33;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:34:50;2;1;3;313.1;0.00;0;223.0;0.00;0;35;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:35:44;3;1;3;296.5;0.00;0;224.1;0.00;0;34;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:36:11;1;3;1;198.8;0.00;0;225.8;0.00;0;33;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:36:25;4;3;1;220.6;0.00;0;224.6;0.00;0;35;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:37:22;2;3;1;234.9;0.00;0;222.6;0.00;0;34;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:39:02;4;1;3;296.1;0.00;0;224.3;0.00;0;35;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:39:38;3;3;1;222.3;0.02;4;224.3;0.02;4;34;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:40:22;2;1;3;315.8;0.00;0;222.8;0.00;0;34;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:41:41;1;3;1;192.0;0.00;0;224.9;0.00;0;33;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:42:44;3;1;3;298.2;0.00;0;224.0;0.00;0;34;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:42:49;2;3;1;237.0;0.00;0;223.2;0.00;0;34;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:44:33;4;1;3;289.8;0.00;0;223.9;0.00;0;34;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:44:48;1;1;3;238.7;0.00;0;225.4;0.00;0;32;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:44:52;1;3;1;144.3;0.00;0;225.1;0.00;0;32;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:45:10;3;3;1;223.6;0.00;0;224.3;0.00;0;34;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:45:58;2;1;3;301.0;0.00;0;223.6;0.00;0;34;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:47:12;4;3;1;215.7;0.00;0;224.0;0.00;0;34;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:48:16;3;1;3;281.2;0.00;0;224.8;0.00;0;33;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:48:28;2;3;1;199.2;0.00;0;224.1;0.00;0;33;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:49:15;3;3;1;177.1;0.00;0;225.0;0.00;0;33;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:50:07;4;1;3;263.2;0.00;0;224.5;0.00;0;34;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:50:11;4;3;1;122.5;0.00;0;224.7;0.00;0;34;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:02:23;1;1;2;80.4;0.00;0;225.4;0.00;0;31;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:07:33;4;1;2;80.4;0.00;0;224.1;0.00;0;32;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:11:26;2;1;2;80.5;0.00;0;223.1;0.00;0;31;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:13:19;3;1;2;81.0;0.00;0;224.4;0.00;0;31;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
