;Addr;S_OLD;S_NEW;U_DC_0;I_DC_0;P_DC_WR;U_AC_0;I_AC_0;P_AC_WR;T_WR;E_D_WR;U_DC_1;I_DC_1;P_DC_1;U_DC_2;I_DC_2;P_DC_2;U_DC_3;I_DC_3;P_DC_3;U_AC_1;I_AC_1;P_AC_1;U_AC_2;I_AC_2;P_AC_2;U_AC_3;I_AC_3;P_AC_3;COS_PHI;;;;
;;;;V;A;W;V;A;W;°C;Wh;V;A;W;V;A;W;V;A;W;V;A;W;V;A;W;V;A;W;;;;;
05:47:00;1;0;1;0.0;0.00;0;0.0;0.00;0;0;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:52:20;3;1;2;29.1;0.00;0;225.2;0.00;0;16;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:52:24;3;2;1;21.7;0.00;0;225.4;0.00;0;16;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:54:21;2;1;2;25.7;0.00;0;223.5;0.00;0;16;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:54:25;2;2;1;5.8;0.00;0;223.5;0.00;0;16;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:59:41;4;1;2;33.7;0.00;0;224.4;0.00;0;16;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:59:45;4;2;1;28.0;0.00;0;224.4;0.00;0;16;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:10:50;3;1;3;94.6;0.00;0;223.4;0.00;0;16;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:12:06;4;1;3;93.7;0.00;0;223.3;0.00;0;16;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:12:52;2;1;3;316.3;0.00;0;222.1;0.00;0;16;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:13:23;3;3;1;225.5;0.00;0;223.8;0.00;0;17;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:14:36;4;3;1;220.2;0.00;0;222.7;0.00;0;16;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:15:20;2;3;1;237.3;0.00;0;221.5;0.00;0;16;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:16:25;3;1;3;304.9;0.00;0;223.0;0.00;0;17;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:17:40;4;1;3;303.2;0.00;0;222.6;0.00;0;16;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:18:26;2;1;3;325.1;0.00;0;221.0;0.00;0;16;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:20:47;1;1;3;292.7;0.00;0;223.0;0.00;0;16;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:20:56;2;3;1;244.2;0.04;9;221.5;0.04;9;16;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:23:15;1;3;1;219.3;0.00;0;222.8;0.00;0;16;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:24:00;2;1;3;332.6;0.00;0;220.8;0.00;0;16;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:26:19;1;1;3;304.1;0.00;0;222.7;0.00;0;16;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:28:50;1;3;1;227.8;0.00;0;222.3;0.00;0;17;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:30:21;2;3;1;249.1;0.02;4;220.6;0.02;4;17;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:31:54;1;1;3;292.9;0.00;0;222.3;0.00;0;17;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:33:21;2;1;3;326.4;0.00;0;219.9;0.00;0;17;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:34:24;1;3;1;219.2;0.00;0;222.3;0.00;0;17;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:35:51;2;3;1;244.6;0.02;6;220.1;0.02;6;17;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:37:24;1;1;3;296.4;0.00;0;221.7;0.00;0;17;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:38:55;2;1;3;331.0;0.00;0;219.6;0.00;0;17;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:39:55;1;3;1;222.5;0.00;0;221.1;0.00;0;17;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:43:00;1;1;3;314.5;0.00;0;223.4;0.00;0;17;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:58:23;3;3;4;200.0;0.42;83;222.4;0.36;80;18;15;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:58:41;4;3;4;199.9;0.48;96;221.5;0.42;92;18;15;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:58:49;2;3;4;199.8;0.47;95;221.0;0.41;91;18;15;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:58:56;1;3;4;236.0;0.39;93;222.9;0.40;89;18;9;;;;;;;;;;;;;;;;;;;;;0;0;0.0
07:01:50;4;4;64;280.7;0.63;176;221.9;0.76;169;19;5;;;;;;;;;;;;;;;;;;;;;0;0;0.0
07:01:54;4;64;4;273.1;0.64;175;222.6;0.75;168;19;5;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:17:40;4;4;64;279.9;0.57;161;222.4;0.70;155;36;7;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:17:46;4;64;4;278.2;0.59;164;222.9;0.70;157;36;8;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:30:23;1;4;3;217.3;0.43;94;224.2;0.40;91;34;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
