;Addr;S_OLD;S_NEW;U_DC_0;I_DC_0;P_DC_WR;U_AC_0;I_AC_0;P_AC_WR;T_WR;E_D_WR;U_DC_1;I_DC_1;P_DC_1;U_DC_2;I_DC_2;P_DC_2;U_DC_3;I_DC_3;P_DC_3;U_AC_1;I_AC_1;P_AC_1;U_AC_2;I_AC_2;P_AC_2;U_AC_3;I_AC_3;P_AC_3;COS_PHI;;;;
;;;;V;A;W;V;A;W;°C;Wh;V;A;W;V;A;W;V;A;W;V;A;W;V;A;W;V;A;W;;;;;
05:05:47;3;1;2;254.5;0.00;0;222.8;0.00;0;13;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:05:53;3;2;1;6.7;0.00;0;222.6;0.00;0;13;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:16:47;4;1;2;34.9;0.00;0;220.9;0.00;0;13;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:16:52;4;2;1;29.1;0.00;0;221.4;0.00;0;13;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:25:18;2;1;2;32.7;0.00;0;220.4;0.00;0;13;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:25:22;2;2;1;28.3;0.00;0;220.8;0.00;0;13;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:41:24;4;1;3;122.2;0.00;0;221.2;0.00;0;13;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:42:41;3;1;3;297.5;0.00;0;221.7;0.00;0;14;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:43:48;2;1;3;128.8;0.00;0;220.4;0.00;0;13;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:43:54;4;3;1;218.2;0.00;0;221.3;0.00;0;14;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:45:11;3;3;1;223.2;0.00;0;221.6;0.00;0;14;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:46:18;2;3;1;234.0;0.00;0;220.2;0.00;0;13;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:46:58;4;1;3;289.4;0.00;0;220.5;0.00;0;14;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:48:13;3;1;3;298.1;0.00;0;221.2;0.00;0;14;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:49:22;2;1;3;314.6;0.00;0;219.9;0.00;0;14;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:49:28;4;3;1;217.1;0.00;0;220.6;0.00;0;14;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:50:46;3;3;1;223.3;0.00;0;221.4;0.00;0;14;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:51:53;2;3;1;236.0;0.00;0;219.5;0.00;0;14;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:52:34;1;1;3;282.2;0.00;0;222.2;0.00;0;13;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:52:37;4;1;3;304.7;0.00;0;220.8;0.00;0;14;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:53:48;3;1;3;309.6;0.00;0;221.4;0.00;0;14;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:54:57;2;1;3;329.4;0.00;0;219.2;0.00;0;14;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
