;Addr;S_OLD;S_NEW;U_DC_0;I_DC_0;P_DC_WR;U_AC_0;I_AC_0;P_AC_WR;T_WR;E_D_WR;U_DC_1;I_DC_1;P_DC_1;U_DC_2;I_DC_2;P_DC_2;U_DC_3;I_DC_3;P_DC_3;U_AC_1;I_AC_1;P_AC_1;U_AC_2;I_AC_2;P_AC_2;U_AC_3;I_AC_3;P_AC_3;COS_PHI;;;;
;;;;V;A;W;V;A;W;°C;Wh;V;A;W;V;A;W;V;A;W;V;A;W;V;A;W;V;A;W;;;;;
04:58:17;4;0;1;0.0;0.00;0;0.0;0.00;0;0;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:23:01;4;1;3;245.9;0.00;0;217.3;0.00;0;14;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:23:16;3;1;3;309.1;0.00;0;217.4;0.00;0;15;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:25:01;2;1;3;307.8;0.00;0;215.4;0.00;0;14;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:27:23;1;1;3;286.8;0.00;0;217.5;0.00;0;14;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:29:53;1;3;1;221.2;0.00;0;218.7;0.00;0;14;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:32:55;1;1;3;312.8;0.00;0;218.1;0.00;0;14;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:39:37;4;3;4;227.9;0.40;90;221.1;0.39;87;15;8;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:40:24;3;3;4;200.0;0.47;94;222.5;0.41;91;16;10;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:41:34;4;4;64;269.4;0.47;128;221.3;0.55;123;16;12;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:41:38;4;64;4;265.7;0.49;129;221.6;0.56;124;16;12;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:42:15;2;3;4;200.0;0.48;95;219.1;0.42;92;15;11;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:43:30;1;3;4;234.6;0.38;90;221.9;0.39;86;15;6;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:43:34;1;4;3;220.7;0.43;95;221.6;0.41;91;15;7;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:43:48;1;3;4;203.7;0.46;94;221.3;0.41;90;15;7;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:44:42;3;4;64;294.8;0.65;191;221.1;0.83;184;16;21;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:44:46;3;64;4;272.9;0.70;192;221.1;0.83;184;16;21;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:44:55;4;4;64;278.0;0.63;176;220.7;0.76;169;16;20;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:44:59;4;64;4;286.7;0.62;178;221.1;0.77;171;16;20;;;;;;;;;;;;;;;;;;;;;0;0;0.0
14:22:54;4;4;64;261.9;0.65;171;220.4;0.74;164;39;25;;;;;;;;;;;;;;;;;;;;;0;0;0.0
14:22:58;4;64;4;270.8;0.67;182;220.5;0.79;175;39;25;;;;;;;;;;;;;;;;;;;;;0;0;0.0
14:25:22;2;4;64;288.9;0.64;186;216.8;0.82;179;37;32;;;;;;;;;;;;;;;;;;;;;0;0;0.0
14:25:28;2;64;4;277.0;0.68;187;217.0;0.83;180;37;32;;;;;;;;;;;;;;;;;;;;;0;0;0.0
14:28:19;3;4;64;271.0;0.70;189;219.6;0.83;182;37;45;;;;;;;;;;;;;;;;;;;;;0;0;0.0
