;Addr;S_OLD;S_NEW;U_DC_0;I_DC_0;P_DC_WR;U_AC_0;I_AC_0;P_AC_WR;T_WR;E_D_WR;U_DC_1;I_DC_1;P_DC_1;U_DC_2;I_DC_2;P_DC_2;U_DC_3;I_DC_3;P_DC_3;U_AC_1;I_AC_1;P_AC_1;U_AC_2;I_AC_2;P_AC_2;U_AC_3;I_AC_3;P_AC_3;COS_PHI;;;;
;;;;V;A;W;V;A;W;°C;Wh;V;A;W;V;A;W;V;A;W;V;A;W;V;A;W;V;A;W;;;;;
05:37:59;2;0;1;0.0;0.00;0;0.0;0.00;0;0;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:03:26;4;1;3;296.8;0.00;0;226.5;0.00;0;16;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:05:47;3;1;3;278.0;0.00;0;226.2;0.00;0;17;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:05:56;4;3;1;222.7;0.00;0;226.6;0.00;0;16;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:07:08;2;1;3;306.3;0.00;0;225.3;0.00;0;16;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:08:57;4;1;3;311.9;0.00;0;226.6;0.00;0;17;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:12:42;1;1;3;309.2;0.00;0;227.7;0.00;0;16;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:15:12;1;3;1;231.9;0.00;0;227.8;0.00;0;17;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:18:15;1;1;3;317.5;0.00;0;226.9;0.00;0;17;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:27:52;3;3;4;199.9;0.49;98;226.6;0.41;94;18;12;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:30:37;1;3;4;200.0;0.44;87;227.3;0.37;84;17;1;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:30:42;4;3;4;200.0;0.47;93;226.5;0.40;90;18;1;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:31:06;1;4;3;199.9;0.49;97;227.5;0.41;94;17;1;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:31:10;1;3;4;199.9;0.49;98;227.4;0.41;94;17;1;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:31:20;2;3;4;200.0;0.47;94;225.3;0.40;91;18;2;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:18:12;1;4;3;204.6;0.48;98;229.4;0.41;94;33;7;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:18:21;1;3;4;202.0;0.46;94;229.0;0.39;90;33;7;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:18:29;1;4;3;200.0;0.50;100;228.6;0.42;96;33;7;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:18:45;1;3;4;200.0;0.47;94;228.7;0.40;91;33;8;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:18:49;1;4;3;200.0;0.47;94;228.8;0.40;91;33;8;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:24:13;3;4;3;270.5;0.42;114;227.9;0.48;110;34;23;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:24:17;3;3;4;263.5;0.46;121;227.9;0.51;117;34;23;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:24:33;3;4;3;265.2;0.44;117;228.0;0.49;112;34;24;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:24:37;3;3;4;265.0;0.46;123;227.8;0.52;118;34;24;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:25:31;3;4;3;270.0;0.43;117;228.0;0.49;112;34;26;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:25:32;4;4;3;258.4;0.41;106;227.9;0.45;102;35;23;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:25:35;3;3;4;284.9;0.42;119;228.1;0.50;115;34;26;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:25:36;4;3;4;268.8;0.38;103;227.6;0.43;99;35;24;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:25:44;4;4;3;261.0;0.37;98;227.6;0.41;94;35;24;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:25:51;3;4;3;271.3;0.42;113;228.1;0.47;108;34;26;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:25:55;3;3;4;285.8;0.37;105;227.9;0.44;101;34;26;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:26:06;2;4;3;275.5;0.35;96;226.7;0.41;93;35;25;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:26:10;2;3;4;288.0;0.33;96;227.1;0.41;92;35;25;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:26:11;3;4;3;268.9;0.40;107;227.9;0.45;103;34;27;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:26:15;3;3;4;272.0;0.40;110;228.1;0.46;105;34;27;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:26:18;2;4;3;283.1;0.33;95;227.4;0.40;92;35;25;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:26:23;3;4;3;285.6;0.36;103;228.5;0.43;99;34;27;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:26:27;3;3;4;269.1;0.41;110;228.4;0.46;106;34;27;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:26:43;3;4;3;271.3;0.38;104;228.3;0.44;100;34;28;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:26:47;3;3;4;276.4;0.37;104;227.7;0.44;100;34;28;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:26:51;3;4;3;276.0;0.37;102;227.2;0.43;98;34;28;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:41:20;3;3;4;200.0;0.46;92;228.0;0.39;88;33;12;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:41:24;3;4;3;200.0;0.47;95;228.2;0.40;91;33;13;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:41:44;3;3;4;200.0;0.48;97;228.0;0.41;93;33;13;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:43:38;3;4;3;276.9;0.42;115;228.5;0.48;111;33;17;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:43:42;3;3;4;280.1;0.42;119;228.4;0.50;114;33;17;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:44:30;3;4;3;269.6;0.42;114;227.8;0.48;109;33;18;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:44:34;3;3;4;280.1;0.41;115;228.1;0.48;111;33;18;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:44:50;3;4;3;281.9;0.39;109;227.6;0.46;105;33;19;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:44:54;3;3;4;265.5;0.42;110;227.6;0.46;106;33;19;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:45:32;3;4;3;279.4;0.38;106;227.7;0.45;102;33;1;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:45:36;3;3;4;258.7;0.38;98;228.0;0.41;94;33;1;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:45:56;3;4;3;267.0;0.38;101;227.8;0.42;97;33;2;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:46:00;3;3;4;264.8;0.38;102;227.8;0.43;98;33;2;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:46:04;3;4;3;278.3;0.37;102;227.6;0.43;98;33;2;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:46:08;3;3;4;270.5;0.37;101;227.3;0.43;97;33;2;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:46:16;3;4;3;271.5;0.36;98;227.5;0.42;94;33;2;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:46:20;3;3;4;276.7;0.37;101;227.6;0.43;97;33;2;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:46:24;3;4;3;267.0;0.37;98;227.4;0.41;94;33;2;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:56:01;1;3;1;200.1;0.00;0;228.5;0.00;0;32;2;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:57:31;2;3;1;199.7;0.00;0;226.8;0.00;0;33;6;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:58:59;3;3;1;200.1;0.00;0;227.7;0.00;0;32;9;;;;;;;;;;;;;;;;;;;;;0;0;0.0
18:00:07;4;3;1;200.1;0.00;0;227.5;0.00;0;33;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
18:00:26;2;1;3;305.1;0.00;0;227.3;0.00;0;32;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
18:01:57;3;1;3;289.0;0.00;0;228.0;0.00;0;32;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
18:03:00;2;3;1;228.3;0.00;0;226.9;0.00;0;32;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
18:03:02;4;1;3;279.8;0.00;0;227.5;0.00;0;33;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
18:04:31;3;3;1;216.0;0.00;0;227.9;0.00;0;32;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
18:05:07;1;1;3;118.1;0.00;0;228.4;0.00;0;31;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
18:05:11;1;3;1;114.6;0.00;0;228.6;0.00;0;31;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
18:05:39;4;3;1;199.8;0.00;0;227.2;0.00;0;32;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
18:05:58;2;1;3;289.2;0.00;0;226.5;0.00;0;32;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
18:06:07;2;3;1;288.5;0.00;0;226.5;0.00;0;32;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
18:07:28;3;1;3;276.0;0.00;0;227.3;0.00;0;32;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
18:07:37;3;3;1;125.4;0.00;0;227.7;0.00;0;32;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
18:19:23;1;1;2;80.7;0.00;0;228.0;0.00;0;30;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
18:25:38;4;1;2;80.8;0.00;0;225.7;0.00;0;31;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
18:28:56;2;1;2;81.5;0.00;0;225.1;0.00;0;30;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
18:30:26;3;1;2;81.0;0.00;0;225.9;0.00;0;30;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
