;Addr;S_OLD;S_NEW;U_DC_0;I_DC_0;P_DC_WR;U_AC_0;I_AC_0;P_AC_WR;T_WR;E_D_WR;U_DC_1;I_DC_1;P_DC_1;U_DC_2;I_DC_2;P_DC_2;U_DC_3;I_DC_3;P_DC_3;U_AC_1;I_AC_1;P_AC_1;U_AC_2;I_AC_2;P_AC_2;U_AC_3;I_AC_3;P_AC_3;COS_PHI;;;;
;;;;V;A;W;V;A;W;°C;Wh;V;A;W;V;A;W;V;A;W;V;A;W;V;A;W;V;A;W;;;;;
05:50:35;4;1;3;129.1;0.00;0;222.0;0.00;0;16;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:51:38;3;1;3;286.8;0.00;0;221.9;0.00;0;16;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:53:23;2;1;3;330.3;0.00;0;220.4;0.00;0;16;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:58:14;1;1;3;217.7;0.00;0;222.2;0.00;0;16;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:03:21;3;3;4;200.0;0.47;94;222.0;0.41;90;17;4;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:12:07;4;3;4;200.0;0.46;91;220.1;0.40;88;17;16;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:12:43;2;3;4;199.9;0.48;96;219.7;0.42;92;17;16;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:13:35;1;3;4;228.2;0.41;93;221.0;0.40;89;17;11;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:10:02;1;4;64;231.1;0.77;179;224.1;0.76;172;32;37;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:10:06;1;64;4;238.3;0.75;178;224.1;0.76;171;32;37;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:15:49;1;4;3;224.6;0.42;95;224.2;0.41;92;32;1;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:15:53;1;3;4;212.5;0.43;93;224.4;0.40;89;32;1;;;;;;;;;;;;;;;;;;;;;0;0;0.0
