;Addr;S_OLD;S_NEW;U_DC_0;I_DC_0;P_DC_WR;U_AC_0;I_AC_0;P_AC_WR;T_WR;E_D_WR;U_DC_1;I_DC_1;P_DC_1;U_DC_2;I_DC_2;P_DC_2;U_DC_3;I_DC_3;P_DC_3;U_AC_1;I_AC_1;P_AC_1;U_AC_2;I_AC_2;P_AC_2;U_AC_3;I_AC_3;P_AC_3;COS_PHI;;;;
;;;;V;A;W;V;A;W;°C;Wh;V;A;W;V;A;W;V;A;W;V;A;W;V;A;W;V;A;W;;;;;
06:05:50;2;1;3;106.9;0.00;0;220.1;0.00;0;13;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:08:23;2;3;1;239.7;0.04;10;220.2;0.04;10;13;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:09:29;4;1;3;293.5;0.00;0;220.9;0.00;0;13;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:09:56;3;1;3;313.6;0.00;0;221.1;0.00;0;13;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:11:16;1;1;3;191.5;0.00;0;221.6;0.00;0;13;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:11:25;2;1;3;335.4;0.00;0;219.8;0.00;0;13;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:13:46;1;3;1;224.5;0.00;0;222.2;0.00;0;13;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:16:54;1;1;3;314.8;0.00;0;221.4;0.00;0;13;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:25:06;3;3;4;200.0;0.48;95;221.3;0.41;92;14;11;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:25:46;4;3;4;199.9;0.44;88;220.5;0.38;85;14;11;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:26:36;2;3;4;199.9;0.48;95;220.2;0.42;92;14;12;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:27:01;4;4;64;277.3;0.49;137;220.9;0.60;132;14;14;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:27:05;4;64;4;287.8;0.47;135;221.0;0.58;129;14;14;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:27:54;1;3;4;200.0;0.43;87;221.8;0.38;83;14;7;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:28:08;1;4;3;199.9;0.49;98;221.8;0.42;94;14;7;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:28:24;4;4;64;276.2;0.56;156;220.6;0.68;150;14;17;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:28:25;1;3;4;200.0;0.45;91;222.0;0.39;87;14;7;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:28:28;4;64;4;286.8;0.55;159;220.8;0.69;153;14;17;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:28:55;3;4;64;279.0;0.68;190;221.7;0.82;183;15;21;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:28:59;3;64;4;277.9;0.67;186;221.7;0.81;179;15;21;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:29:10;3;4;64;286.0;0.65;187;221.3;0.81;179;15;21;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:29:14;3;64;4;271.5;0.69;188;221.5;0.81;180;15;22;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:29:47;4;4;64;259.3;0.68;176;220.8;0.77;169;14;21;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:29:51;4;64;4;280.5;0.66;186;221.0;0.81;178;14;21;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:29:59;4;4;64;266.8;0.68;181;221.0;0.78;174;14;21;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:30:04;2;4;64;298.3;0.61;181;220.3;0.79;174;14;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
06:30:08;4;64;4;279.6;0.66;185;221.3;0.80;178;14;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
