;Addr;S_OLD;S_NEW;U_DC_0;I_DC_0;P_DC_WR;U_AC_0;I_AC_0;P_AC_WR;T_WR;E_D_WR;U_DC_1;I_DC_1;P_DC_1;U_DC_2;I_DC_2;P_DC_2;U_DC_3;I_DC_3;P_DC_3;U_AC_1;I_AC_1;P_AC_1;U_AC_2;I_AC_2;P_AC_2;U_AC_3;I_AC_3;P_AC_3;COS_PHI;;;;
;;;;V;A;W;V;A;W;°C;Wh;V;A;W;V;A;W;V;A;W;V;A;W;V;A;W;V;A;W;;;;;
05:07:00;4;1;3;301.4;0.00;0;221.0;0.00;0;15;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:09:33;3;1;3;303.1;0.00;0;220.3;0.00;0;16;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:10:58;2;1;3;318.1;0.00;0;219.1;0.00;0;15;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:14:37;1;1;3;310.1;0.00;0;221.2;0.00;0;15;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:20:19;4;3;4;226.0;0.40;91;218.6;0.40;87;16;5;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:20:31;4;4;3;226.1;0.40;90;218.7;0.39;86;16;5;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:21:41;3;3;4;200.0;0.50;100;219.0;0.44;96;16;8;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:21:52;4;3;4;200.0;0.41;82;218.8;0.36;78;16;7;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:21:57;4;4;3;201.6;0.47;94;218.9;0.41;90;16;7;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:22:46;4;3;4;200.0;0.46;92;218.5;0.40;88;16;8;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:22:56;2;3;4;200.0;0.46;92;217.7;0.40;88;16;9;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:24:16;1;3;4;232.8;0.38;89;219.8;0.39;86;16;5;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:24:20;1;4;3;232.7;0.41;95;219.8;0.42;92;16;6;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:24:32;1;3;4;236.1;0.39;93;219.8;0.41;90;16;6;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:27:36;1;4;64;224.9;0.66;149;219.7;0.65;144;16;12;;;;;;;;;;;;;;;;;;;;;0;0;0.0
05:27:40;1;64;4;233.4;0.64;150;220.2;0.65;144;16;12;;;;;;;;;;;;;;;;;;;;;0;0;0.0
14:48:30;1;4;64;205.7;0.83;172;220.1;0.75;165;40;10;;;;;;;;;;;;;;;;;;;;;0;0;0.0
14:48:34;1;64;4;205.3;0.78;160;219.8;0.70;154;40;10;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:37:14;1;4;3;201.3;0.45;90;224.2;0.39;87;34;24;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:38:01;4;4;64;276.9;0.52;143;222.4;0.62;137;36;38;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:38:05;4;64;4;254.7;0.55;140;222.4;0.60;135;36;38;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:41:26;4;4;3;270.1;0.37;100;222.0;0.43;96;35;44;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:41:29;4;3;4;273.2;0.34;94;222.5;0.41;91;35;44;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:41:31;2;4;3;269.2;0.36;96;220.7;0.42;93;35;44;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:41:33;4;4;3;263.5;0.35;92;222.2;0.40;89;35;45;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:42:00;3;4;3;250.3;0.41;102;222.4;0.44;98;35;50;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:42:04;3;3;4;281.1;0.38;108;222.7;0.46;104;35;50;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:42:13;3;4;3;275.1;0.38;104;222.6;0.45;100;35;50;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:42:17;3;3;4;253.6;0.42;107;222.6;0.46;103;35;50;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:42:33;3;4;3;277.4;0.35;98;222.5;0.42;94;35;50;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:42:41;3;3;4;254.6;0.39;99;222.7;0.42;95;35;51;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:42:45;3;4;3;248.7;0.40;99;222.5;0.43;95;35;51;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:52:41;1;3;1;200.1;0.00;0;221.5;0.00;0;33;1;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:55:41;1;1;3;282.9;0.00;0;222.2;0.00;0;32;1;;;;;;;;;;;;;;;;;;;;;0;0;0.0
16:58:11;1;3;1;211.9;0.00;0;222.5;0.00;0;32;1;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:02:00;2;3;1;200.0;0.00;0;220.3;0.00;0;34;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:03:09;4;3;1;200.0;0.00;0;222.3;0.00;0;34;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:04:01;3;3;1;200.1;0.00;0;222.7;0.00;0;33;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:05:03;2;1;3;295.0;0.00;0;220.6;0.00;0;33;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:06:03;2;3;1;175.3;0.00;0;220.4;0.00;0;33;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:06:09;4;1;3;269.5;0.00;0;222.9;0.00;0;33;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:06:17;4;3;1;171.5;0.00;0;222.6;0.00;0;33;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:06:57;3;1;3;278.2;0.00;0;223.1;0.00;0;33;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:07:01;3;3;1;152.4;0.00;0;223.0;0.00;0;33;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:14:18;1;1;2;80.3;0.00;0;223.2;0.00;0;31;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:21:23;4;1;2;81.2;0.00;0;221.1;0.00;0;32;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:25:07;2;1;2;81.0;0.00;0;218.5;0.00;0;31;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
17:26:33;3;1;2;81.0;0.00;0;220.0;0.00;0;31;0;;;;;;;;;;;;;;;;;;;;;0;0;0.0
